step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
252,352684,252,0.347073774857205,0.0,0.7832310838445807
253,353837,253,0.3103675048089295,0.0,0.7760814249363868
254,355382,254,0.41168709486595495,0.0,0.7489655172413793
255,356887,255,0.34041401125168413,0.0,0.7462962962962963
256,357904,256,0.41854153921750115,0.0,0.7864271457085829
257,359361,257,0.37533962558384987,0.0,0.7861189801699717
258,360818,258,0.4307624974432897,0.0,0.7553648068669528
259,362099,259,0.339370729581038,0.0,0.7950530035335689
260,363084,260,0.28533452357083366,0.0,0.7772277227722773
261,364541,261,0.3749694352791911,0.0,0.6986027944111777
262,365950,262,0.302720326187236,0.0,0.810126582278481
263,367383,263,0.2594778276595833,0.0,0.8083623693379791
264,368752,264,0.31816908028187546,0.0,0.7911275415896488
265,370177,265,0.4000618778355853,0.0,0.7794561933534743
266,371346,266,0.4060366479667917,0.0,0.6914414414414415
267,372507,267,0.31006281049339596,0.0,0.8055045871559633
268,373596,268,0.29707638010102333,0.0,0.7445482866043613
269,374741,269,0.4969310527498192,0.0,0.7358156028368794
270,376494,270,0.4487474876878081,0.0,0.7148997134670487
271,378119,271,0.47871561793252604,0.0,0.7412060301507538
272,379728,272,0.49849225564988714,0.0,0.7206632653061225
273,380825,273,0.3301876133816996,0.0,0.8196078431372549
274,382250,274,0.31781694666266225,0.0,0.8203125
275,383771,275,0.25888296557952895,0.0,0.8373983739837398
276,385252,276,0.4124949448627641,0.0,0.6768060836501901
277,386805,277,0.33994447773144315,0.0,0.7805907172995781
278,388198,278,0.42029610561486686,0.0,0.7625368731563422
279,389783,279,0.2680335886201467,0.0,0.84375
280,391136,280,0.328019656509091,0.0,0.7792421746293245
281,392209,281,0.4879707581377276,0.0,0.7032258064516129
282,393274,282,0.35765254084255427,0.0,0.8101503759398496
283,394915,283,0.41592248861374514,0.0,0.7604938271604939
284,396316,284,0.5680659823365234,0.0,0.654054054054054
285,397365,285,0.4431769279793803,0.0,0.7579737335834896
286,398390,286,0.33874704061475125,0.0,0.71875
287,399839,287,0.3817250843677877,0.0,0.7258064516129032
288,401232,288,0.3538858848486326,0.0,0.8061538461538461
289,402225,289,0.24410598509857387,0.0,0.8300492610837439
290,403666,290,0.28479252922716747,0.0,0.8302425106990015
291,405131,291,0.2569868227613199,0.0,0.8435483870967742
292,406580,292,0.3431135212732162,0.0,0.7629032258064516
293,407997,293,0.4066231273099161,0.0,0.6920077972709552
294,409574,294,0.3894558621650955,0.0,0.7418856259659969
295,410935,295,0.4996196595004575,0.0,0.6949685534591195
296,412528,296,0.407341606482511,0.0,0.7312775330396476
297,414377,297,0.32441884858259606,0.0,0.8197424892703863
298,415914,298,0.3633847895773437,0.0,0.7711738484398217
299,417243,299,0.4458053961999837,0.0,0.7737226277372263
300,418724,300,0.3501333808068958,0.0,0.7826747720364742
301,420029,301,0.3907054743942806,0.0,0.7401129943502824
302,421070,302,0.4884667255662538,0.0,0.7366482504604052
303,422479,303,0.3789682493233341,0.0,0.7069306930693069
304,423824,304,0.37721304633014024,0.0,0.7608695652173914
305,425049,305,0.42351662282636937,0.0,0.6888361045130641
306,426586,306,0.5048672446153524,0.0,0.7024539877300614
307,428115,307,0.3462049568075775,0.0,0.7844311377245509
308,429380,308,0.45962469047189725,0.0,0.7132075471698113
309,430725,309,0.4461364742466776,0.0,0.7411575562700965
310,432022,310,0.3719108836331618,0.0,0.7623239436619719
311,433575,311,0.32533445843653447,0.0,0.8408812729498164
312,434960,312,0.3637445809628384,0.0,0.7694859038142621
313,436057,313,0.33469626983531964,0.0,0.8008130081300813
314,437690,314,0.43233191181316494,0.0,0.7562189054726368
315,439291,315,0.2859926343867781,0.0,0.8398914518317503
316,440660,316,0.3437337994260729,0.0,0.7806122448979592
317,442173,317,0.4173963641155784,0.0,0.7147335423197492
318,443622,318,0.35669246138091865,0.0,0.7542662116040956
319,445023,319,0.30737947548658856,0.0,0.7901459854014599
320,446344,320,0.3166237308270633,0.0,0.8016949152542373
321,447913,321,0.35048800273906283,0.0,0.7989130434782609
322,449530,322,0.5565143990195466,0.0,0.6815718157181572
323,451035,323,0.406803137618119,0.0,0.7607192254495159
324,452764,324,0.5252946620681722,0.0,0.6951807228915663
325,454349,325,0.41288065931525164,0.0,0.759526938239159
326,455462,326,0.29782357201535287,0.0,0.7702702702702703
327,457119,327,0.39271698835711244,0.0,0.7636849132176236
328,458496,328,0.43467800657063826,0.0,0.6599552572706935
329,459857,329,0.35085105796001825,0.0,0.79
330,461274,330,0.5274943043342356,0.0,0.6792763157894737
331,462811,331,0.3905191266157768,0.0,0.76
332,464340,332,0.337809111362909,0.0,0.7209737827715356
333,465565,333,0.42530881566650086,0.0,0.7546848381601363
334,466462,334,0.3535990880618756,0.0,0.7520215633423181
335,468039,335,0.40205219461718406,0.0,0.7906976744186046
336,469216,336,0.33510696235339393,0.0,0.7875939849624061
337,470225,337,0.3829319584186861,0.0,0.758695652173913
338,471226,338,0.4280055887708904,0.0,0.7516059957173448
339,472675,339,0.3627476124761533,0.0,0.7724252491694352
340,473868,340,0.3631086634347146,0.0,0.7854609929078015
341,475229,341,0.4600492520027541,0.0,0.7052631578947368
342,476478,342,0.31647871446547937,0.0,0.767590618336887
343,478039,343,0.3897328465820057,0.0,0.7378964941569283
344,479664,344,0.45986674595839083,0.0,0.7566137566137566
345,481249,345,0.5120152298379946,0.0,0.6905829596412556
346,482386,346,0.38549597758185133,0.0,0.7495029821073559
347,483667,347,0.45370984547396986,0.0,0.6735966735966736
348,485172,348,0.32854228884298264,0.0,0.7802197802197802
349,486269,349,0.3654909215547152,0.0,0.6550522648083623
350,487758,350,0.3425541867260597,0.0,0.808066759388039
351,489103,351,0.3902234632363928,0.0,0.730188679245283
352,490792,352,0.4041599529608626,0.0,0.7134328358208956
353,492385,353,0.29512051967476055,0.0,0.8212435233160622
354,493666,354,0.32408260161235053,0.0,0.7222222222222222
355,494499,355,0.36531363968989655,0.0,0.7750611246943765
356,495908,356,0.35213457935370096,0.0,0.8063063063063063
357,497469,357,0.31693457105537864,0.0,0.8227665706051873
358,499102,358,0.38372181278813766,0.0,0.7777777777777778
359,500575,359,0.2856093515203206,0.0,0.7617021276595745
360,501808,360,0.3717066308324203,0.0,0.7370786516853932
361,503321,361,0.3907430755613833,0.0,0.7815934065934066
362,504562,362,0.1782344475122528,0.0,0.7957317073170732
363,505867,363,0.37400270582787903,0.0,0.7663551401869159
364,507412,364,0.29744127891472777,0.0,0.7829059829059829
365,509053,365,0.3782743290445546,0.0,0.7842639593908629
366,510310,366,0.434774783881588,0.0,0.6809421841541756
367,511839,367,0.46868048245700183,0.0,0.7233748271092669
368,513512,368,0.3598278737138648,0.0,0.7869281045751634
369,514441,369,0.33904983817018425,0.0,0.7694117647058824
370,515738,370,0.42355879425988724,0.0,0.7408
371,517611,371,0.4306742619150361,0.0,0.7109471094710947
372,519228,372,0.4989935377333894,0.0,0.6942857142857143
373,520917,373,0.3666866666506718,0.0,0.740909090909091
374,522406,374,0.2327932402864058,0.0,0.859481582537517
375,523895,375,0.3906660453201692,0.0,0.7788018433179723
376,525344,376,0.34577005008932893,0.0,0.781733746130031
377,526713,377,0.3256300036604848,0.0,0.8166431593794076
378,527794,378,0.35021343073602745,0.0,0.752913752913753
379,528859,379,0.39365494393681744,0.0,0.7045454545454546
380,530508,380,0.3513686203628483,0.0,0.7369337979094077
381,531901,381,0.432741470588202,0.0,0.7357032457496137
382,532870,382,0.4168417095348312,0.0,0.6863354037267081
383,534367,383,0.2353344940818807,0.0,0.8289473684210527
384,535984,384,0.399877696235595,0.0,0.7943349753694581
385,537481,385,0.4194622950685947,0.0,0.7537764350453172
386,539082,386,0.3810832480021054,0.0,0.7905138339920948
387,540691,387,0.3977762576890975,0.0,0.7055921052631579
388,542260,388,0.2987034107113711,0.0,0.8157181571815718
389,543957,389,0.33224945446407483,0.0,0.8012658227848102
390,544862,390,0.37940118126927574,0.0,0.7714285714285715
391,546495,391,0.3905926403717215,0.0,0.7560283687943262
392,547544,392,0.20311618166813677,0.0,0.864406779661017
393,549313,393,0.3226035009397424,0.0,0.8062953995157385
394,550930,394,0.35198542124391363,0.0,0.7991513437057991
395,552395,395,0.3052268642829969,0.0,0.8251057827926658
396,553476,396,0.4147714811323515,0.0,0.7628083491461101
397,554453,397,0.34104253671040086,0.0,0.7277628032345014
398,555982,398,0.42208352300636737,0.0,0.7802631578947369
399,557471,399,0.35751871539572355,0.0,0.7687400318979266
400,558896,400,0.42339859482253933,0.0,0.7646176911544228
401,560561,401,0.4314828502069696,0.0,0.682615629984051
402,561434,402,0.45347471359942904,0.0,0.6768802228412256
403,562947,403,0.3928675452277581,0.0,0.7573415765069552
404,564484,404,0.3329135599092924,0.0,0.7914364640883977
405,565933,405,0.26905335098738514,0.0,0.8546511627906976
406,567118,406,0.3547762336397201,0.0,0.7475149105367793
407,568647,407,0.37864512939778827,0.0,0.7577464788732394
408,570160,408,0.41338675462108215,0.0,0.7565217391304347
409,571721,409,0.3129099981338337,0.0,0.7866108786610879
410,573274,410,0.30902307724266825,0.0,0.8190104166666666
411,575043,411,0.4255473369327706,0.0,0.7224435590969456
412,576612,412,0.37332599031863356,0.0,0.7642752562225475
413,578125,413,0.2983294801436794,0.0,0.8055555555555556
414,578990,414,0.45394086526716937,0.0,0.75
415,580551,415,0.4323422585229611,0.0,0.726998491704374
416,581976,416,0.33765670797979563,0.0,0.7619047619047619
417,583569,417,0.47583473925477554,0.0,0.7478787878787879
418,585122,418,0.43921366122061556,0.0,0.7466487935656837
419,586595,419,0.42955713427904074,0.0,0.6994818652849741
420,587980,420,0.42108903228150657,0.0,0.7694524495677233
421,589165,421,0.31084436315584335,0.0,0.7677824267782427
422,590606,422,0.30490172828019035,0.0,0.8105939004815409
423,592079,423,0.4832504996498616,0.0,0.7370689655172413
424,593312,424,0.46702266912627133,0.0,0.759375
425,594577,425,0.30692209697416944,0.0,0.7848101265822784
426,596138,426,0.3389779180740507,0.0,0.7774294670846394
427,597571,427,0.4199718919129768,0.0,0.71875
428,598964,428,0.37967837780320907,0.0,0.7648854961832061
429,600397,429,0.49472050296123654,0.0,0.7452054794520548
430,602030,430,0.37120993420673265,0.0,0.7673130193905817
431,603375,431,0.355662602230205,0.0,0.8031496062992126
432,604712,432,0.2732143792102417,0.0,0.7931034482758621
433,606249,433,0.4063665068771375,0.0,0.7492625368731564
434,607690,434,0.539399198414371,0.0,0.6627118644067796
435,609115,435,0.4865677146711091,0.0,0.703416149068323
436,610916,436,0.5324657295711859,0.0,0.7001180637544274
437,612253,437,0.27337335121857415,0.0,0.8202614379084967
438,613926,438,0.3336917383954571,0.0,0.8154235145385588
439,615455,439,0.3016242404413753,0.0,0.8221649484536082
440,616656,440,0.35110035684538815,0.0,0.7159904534606205
441,617825,441,0.3151423518054601,0.0,0.8195211786372008
442,619242,442,0.46608364123386753,0.0,0.7442528735632183
443,620795,443,0.4310922101409857,0.0,0.7072368421052632
444,622340,444,0.49151081002574,0.0,0.7309711286089239
445,623965,445,0.3723597134742768,0.0,0.734472049689441
446,625254,446,0.3767672442680426,0.0,0.7139737991266376
447,626687,447,0.444994602961078,0.0,0.7354838709677419
448,627896,448,0.42312414394499137,0.0,0.7602230483271375
449,629225,449,0.28981736424175697,0.0,0.8183306055646481
450,630602,450,0.28253280282383914,0.0,0.8392857142857143
451,631691,451,0.3957829408436658,0.0,0.7595959595959596
452,632524,452,0.3748891240741072,0.0,0.7741116751269036
453,633941,453,0.5174197032819773,0.0,0.687218045112782
454,635182,454,0.29223972484219063,0.0,0.8161888701517707
455,636679,455,0.4320264909530667,0.0,0.742320819112628
456,637784,456,0.36687380162477073,0.0,0.7614457831325301
457,638857,457,0.3489863800446491,0.0,0.8056603773584906
458,640322,458,0.44810614810565585,0.0,0.7046263345195729
459,641675,459,0.45031214612139364,0.0,0.7584187408491947
460,642988,460,0.3389800251136488,0.0,0.7889087656529516
461,644205,461,0.3635759045722776,0.0,0.6612903225806451
462,645870,462,0.5192563889406863,0.0,0.6729651162790697
463,647143,463,0.4228950192257964,0.0,0.7359223300970874
464,648232,464,0.32024836321065536,0.0,0.8017241379310345
465,649649,465,0.28616321976921943,0.0,0.8321479374110953
466,651514,466,0.34927215945693385,0.0,0.7802197802197802
467,652947,467,0.3412676574973211,0.0,0.784375
468,654340,468,0.4528806645455301,0.0,0.7116666666666667
469,655645,469,0.4486157548743952,0.0,0.6652173913043479
470,657198,470,0.41782696969961425,0.0,0.7395993836671803
471,658615,471,0.2700706330033838,0.0,0.8341013824884793
472,660144,472,0.44660266832484286,0.0,0.747675962815405
473,661657,473,0.2959976006175307,0.0,0.7554744525547445
474,663162,474,0.26193330693672223,0.0,0.8289473684210527
475,664411,475,0.524940678101816,0.0,0.6483050847457628
476,665500,476,0.3784098806485211,0.0,0.7682119205298014
477,667157,477,0.4126661366116709,0.0,0.7518796992481203
478,668374,478,0.43946778690700256,0.0,0.652605459057072
479,669871,479,0.5155646897520321,0.0,0.6731707317073171
480,671280,480,0.418104004186914,0.0,0.7640791476407914
481,672481,481,0.37758300347012164,0.0,0.7804878048780488
482,674042,482,0.4294681720510467,0.0,0.738191632928475
483,675507,483,0.3188202302658168,0.0,0.7169421487603306
484,676700,484,0.3871116667593785,0.0,0.7746967071057193
485,677941,485,0.42882275784133594,0.0,0.7680412371134021
486,679454,486,0.4033720574818458,0.0,0.7441520467836257
487,680935,487,0.3393049505569457,0.0,0.7593582887700535
488,682536,488,0.49098688900780224,0.0,0.6622734761120264
489,684265,489,0.3600407191497124,0.0,0.7826633165829145
490,685466,490,0.39512087707471344,0.0,0.7038724373576309
491,686771,491,0.3498950606156882,0.0,0.7755102040816326
492,688116,492,0.31554628288265024,0.0,0.7033707865168539
493,689589,493,0.3476677728094603,0.0,0.7662538699690402
494,691118,494,0.3997314159759787,0.0,0.7172523961661342
495,692695,495,0.6183899960889097,0.0,0.646477132262052
496,694056,496,0.2804034857169235,0.0,0.8407350689127105
497,695185,497,0.5131425948910204,0.0,0.6766595289079229
498,696586,498,0.6106035756255229,0.0,0.6405228758169934
499,698075,499,0.3441483607269254,0.0,0.7719298245614035
500,699372,500,0.38549500384769236,0.0,0.776
